date,district,disaster
2023-09-24,Ratnapura,none
2023-09-24,Trincomalee,none
2023-09-24,Vavuniya,none
2023-09-25,Ampara,none
2023-09-25,Anuradhapura,none
2023-09-25,Badulla,none
2023-09-25,Batticaloa,none
2023-09-25,Colombo,none
2023-09-25,Galle,none
2023-09-25,Gampaha,none
2023-09-25,Hambantota,none
2023-09-25,Jaffna,none
2023-09-25,Kalutara,none
2023-09-25,Kandy,none
2023-09-25,Kegalle,none
2023-09-25,Kilinochchi,none
2023-09-25,Kurunegala,none
2023-09-25,Mannar,none
2023-09-25,Matale,none
2023-09-25,Matara,none
2023-09-25,Monaragala,none
2023-09-25,Mullaitivu,none
2023-09-25,Nuwara Eliya,none
2023-09-25,Polonnaruwa,none
2023-09-25,Puttalam,none
2023-09-25,Ratnapura,none
2023-09-25,Trincomalee,none
2023-09-25,Vavuniya,none
2023-09-26,Ampara,none
2023-09-26,Anuradhapura,none
2023-09-26,Badulla,none
2023-09-26,Batticaloa,none
2023-09-26,Colombo,none
2023-09-26,Galle,none
2023-09-26,Gampaha,none
2023-09-26,Hambantota,none
2023-09-26,Jaffna,none
2023-09-26,Kalutara,none
2023-09-26,Kandy,none
2023-09-26,Kegalle,none
2023-09-26,Kilinochchi,none
2023-09-26,Kurunegala,none
2023-09-26,Mannar,none
2023-09-26,Matale,none
2023-09-26,Matara,none
2023-09-26,Monaragala,none
2023-09-26,Mullaitivu,none
2023-09-26,Nuwara Eliya,none
2023-09-26,Polonnaruwa,none
2023-09-26,Puttalam,none
2023-09-26,Ratnapura,none
2023-09-26,Trincomalee,none
2023-09-26,Vavuniya,none
2023-09-27,Ampara,none
2023-09-27,Anuradhapura,none
2023-09-27,Badulla,none
2023-09-27,Batticaloa,none
2023-09-27,Colombo,none
2023-09-27,Galle,none
2023-09-27,Gampaha,none
2023-09-27,Hambantota,none
2023-09-27,Jaffna,none
2023-09-27,Kalutara,none
2023-09-27,Kandy,none
2023-09-27,Kegalle,none
2023-09-27,Kilinochchi,none
2023-09-27,Kurunegala,none
2023-09-27,Mannar,none
2023-09-27,Matale,none
2023-09-27,Matara,none
2023-09-27,Monaragala,none
2023-09-27,Mullaitivu,none
2023-09-27,Nuwara Eliya,none
2023-09-27,Polonnaruwa,none
2023-09-27,Puttalam,none
2023-09-27,Ratnapura,none
2023-09-27,Trincomalee,none
2023-09-27,Vavuniya,none
2023-09-28,Ampara,none
2023-09-28,Anuradhapura,none
2023-09-28,Badulla,none
2023-09-28,Batticaloa,none
2023-09-28,Colombo,none
2023-09-28,Galle,none
2023-09-28,Gampaha,none
2023-09-28,Hambantota,none
2023-09-28,Jaffna,none
2023-09-28,Kalutara,none
2023-09-28,Kandy,none
2023-09-28,Kegalle,none
2023-09-28,Kilinochchi,none
2023-09-28,Kurunegala,none
2023-09-28,Mannar,none
2023-09-28,Matale,none
2023-09-28,Matara,none
2023-09-28,Monaragala,none
2023-09-28,Mullaitivu,none
2023-09-28,Nuwara Eliya,none
2023-09-28,Polonnaruwa,none
2023-09-28,Puttalam,none
2023-09-28,Ratnapura,none
2023-09-28,Trincomalee,none
2023-09-28,Vavuniya,none
2023-09-29,Ampara,none
2023-09-29,Anuradhapura,none
2023-09-29,Badulla,none
2023-09-29,Batticaloa,none
2023-09-29,Colombo,none
2023-09-29,Galle,none
2023-09-29,Gampaha,none
2023-09-29,Hambantota,none
2023-09-29,Jaffna,none
2023-09-29,Kalutara,none
2023-09-29,Kandy,none
2023-09-29,Kegalle,none
2023-09-29,Kilinochchi,none
2023-09-29,Kurunegala,none
2023-09-29,Mannar,none
2023-09-29,Matale,none
2023-09-29,Matara,none
2023-09-29,Monaragala,none
2023-09-29,Mullaitivu,none
2023-09-29,Nuwara Eliya,none
2023-09-29,Polonnaruwa,none
2023-09-29,Puttalam,none
2023-09-29,Ratnapura,none
2023-09-29,Trincomalee,none
2023-09-29,Vavuniya,none
2023-09-30,Ampara,none
2023-09-30,Anuradhapura,none
2023-09-30,Badulla,none
2023-09-30,Batticaloa,none
2023-09-30,Colombo,none
2023-09-30,Galle,none
2023-09-30,Gampaha,none
2023-09-30,Hambantota,none
2023-09-30,Jaffna,none
2023-09-30,Kalutara,none
2023-09-30,Kandy,none
2023-09-30,Kegalle,none
2023-09-30,Kilinochchi,none
2023-09-30,Kurunegala,none
2023-09-30,Mannar,none
2023-09-30,Matale,none
2023-09-30,Matara,none
2023-09-30,Monaragala,none
2023-09-30,Mullaitivu,none
2023-09-30,Nuwara Eliya,none
2023-09-30,Polonnaruwa,none
2023-09-30,Puttalam,none
2023-09-30,Ratnapura,none
2023-09-30,Trincomalee,none
2023-09-30,Vavuniya,none
2023-10-01,Ampara,none
2023-10-01,Anuradhapura,none
2023-10-01,Badulla,none
2023-10-01,Batticaloa,none
2023-10-01,Colombo,none
2023-10-01,Galle,none
2023-10-01,Gampaha,none
2023-10-01,Hambantota,none
2023-10-01,Jaffna,none
2023-10-01,Kalutara,none
2023-10-01,Kandy,none
2023-10-01,Kegalle,none
2023-10-01,Kilinochchi,none
2023-10-01,Kurunegala,none
2023-10-01,Mannar,none
2023-10-01,Matale,none
2023-10-01,Matara,none
2023-10-01,Monaragala,none
2023-10-01,Mullaitivu,none
2023-10-01,Nuwara Eliya,none
2023-10-01,Polonnaruwa,none
2023-10-01,Puttalam,none
2023-10-01,Ratnapura,none
2023-10-01,Trincomalee,none
2023-10-01,Vavuniya,none
2023-10-02,Ampara,none
2023-10-02,Anuradhapura,none
2023-10-02,Badulla,none
2023-10-02,Batticaloa,none
2023-10-02,Colombo,none
2023-10-02,Galle,none
2023-10-02,Gampaha,none
2023-10-02,Hambantota,none
2023-10-02,Jaffna,none
2023-10-02,Kalutara,none
2023-10-02,Kandy,none
2023-10-02,Kegalle,none
2023-10-02,Kilinochchi,none
2023-10-02,Kurunegala,none
2023-10-02,Mannar,none
2023-10-02,Matale,none
2023-10-02,Matara,none
2023-10-02,Monaragala,none
2023-10-02,Mullaitivu,none
2023-10-02,Nuwara Eliya,none
2023-10-02,Polonnaruwa,none
2023-10-02,Puttalam,none
2023-10-02,Ratnapura,none
2023-10-02,Trincomalee,none
2023-10-02,Vavuniya,none
2023-10-03,Ampara,none
2023-10-03,Anuradhapura,none
2023-10-03,Badulla,none
2023-10-03,Batticaloa,none
2023-10-03,Colombo,none
2023-10-03,Galle,none
2023-10-03,Gampaha,none
2023-10-03,Hambantota,none
2023-10-03,Jaffna,none
2023-10-03,Kalutara,none
2023-10-03,Kandy,none
2023-10-03,Kegalle,none
2023-10-03,Kilinochchi,none
2023-10-03,Kurunegala,none
2023-10-03,Mannar,none
2023-10-03,Matale,none
2023-10-03,Matara,none
2023-10-03,Monaragala,none
2023-10-03,Mullaitivu,none
2023-10-03,Nuwara Eliya,none
2023-10-03,Polonnaruwa,none
2023-10-03,Puttalam,none
2023-10-03,Ratnapura,none
2023-10-03,Trincomalee,none
2023-10-03,Vavuniya,none
2023-10-04,Ampara,none
2023-10-04,Anuradhapura,none
2023-10-04,Badulla,none
2023-10-04,Batticaloa,none
2023-10-04,Colombo,none
2023-10-04,Galle,none
2023-10-04,Gampaha,none
2023-10-04,Hambantota,none
2023-10-04,Jaffna,none
2023-10-04,Kalutara,none
2023-10-04,Kandy,none
2023-10-04,Kegalle,none
2023-10-04,Kilinochchi,none
2023-10-04,Kurunegala,none
2023-10-04,Mannar,none
2023-10-04,Matale,none
2023-10-04,Matara,none
2023-10-04,Monaragala,none
2023-10-04,Mullaitivu,none
2023-10-04,Nuwara Eliya,none
2023-10-04,Polonnaruwa,none
2023-10-04,Puttalam,none
2023-10-04,Ratnapura,none
2023-10-04,Trincomalee,none
2023-10-04,Vavuniya,none
2023-10-05,Ampara,none
2023-10-05,Anuradhapura,none
2023-10-05,Badulla,none
2023-10-05,Batticaloa,none
2023-10-05,Colombo,none
2023-10-05,Galle,none
2023-10-05,Gampaha,none
2023-10-05,Hambantota,none
2023-10-05,Jaffna,none
2023-10-05,Kalutara,none
2023-10-05,Kandy,none
2023-10-05,Kegalle,none
2023-10-05,Kilinochchi,none
2023-10-05,Kurunegala,none
2023-10-05,Mannar,none
2023-10-05,Matale,none
2023-10-05,Matara,none
2023-10-05,Monaragala,none
2023-10-05,Mullaitivu,none
2023-10-05,Nuwara Eliya,none
2023-10-05,Polonnaruwa,none
2023-10-05,Puttalam,none
2023-10-05,Ratnapura,none
2023-10-05,Trincomalee,none
2023-10-05,Vavuniya,none
2023-10-06,Ampara,none
2023-10-06,Anuradhapura,none
2023-10-06,Badulla,none
2023-10-06,Batticaloa,none
2023-10-06,Colombo,none
2023-10-06,Galle,none
2023-10-06,Gampaha,none
2023-10-06,Hambantota,none
2023-10-06,Jaffna,none
2023-10-06,Kalutara,none
2023-10-06,Kandy,none
2023-10-06,Kegalle,none
2023-10-06,Kilinochchi,none
2023-10-06,Kurunegala,none
2023-10-06,Mannar,none
2023-10-06,Matale,none
2023-10-06,Matara,none
2023-10-06,Monaragala,none
2023-10-06,Mullaitivu,none
2023-10-06,Nuwara Eliya,none
2023-10-06,Polonnaruwa,none
2023-10-06,Puttalam,none
2023-10-06,Ratnapura,none
2023-10-06,Trincomalee,none
2023-10-06,Vavuniya,none
2023-10-07,Ampara,none
2023-10-07,Anuradhapura,none
2023-10-07,Badulla,none
2023-10-07,Batticaloa,none
2023-10-07,Colombo,none
2023-10-07,Galle,none
2023-10-07,Gampaha,none
2023-10-07,Hambantota,none
2023-10-07,Jaffna,none
2023-10-07,Kalutara,none
2023-10-07,Kandy,none
2023-10-07,Kegalle,none
2023-10-07,Kilinochchi,none
2023-10-07,Kurunegala,none
2023-10-07,Mannar,none
2023-10-07,Matale,none
2023-10-07,Matara,none
2023-10-07,Monaragala,none
2023-10-07,Mullaitivu,none
2023-10-07,Nuwara Eliya,none
2023-10-07,Polonnaruwa,none
2023-10-07,Puttalam,none
2023-10-07,Ratnapura,none
2023-10-07,Trincomalee,none
2023-10-07,Vavuniya,none
2023-10-08,Ampara,none
2023-10-08,Anuradhapura,none
2023-10-08,Badulla,none
2023-10-08,Batticaloa,none
2023-10-08,Colombo,none
2023-10-08,Galle,none
2023-10-08,Gampaha,none
2023-10-08,Hambantota,none
2023-10-08,Jaffna,none
2023-10-08,Kalutara,none
2023-10-08,Kandy,none
2023-10-08,Kegalle,none
2023-10-08,Kilinochchi,none
2023-10-08,Kurunegala,none
2023-10-08,Mannar,none
2023-10-08,Matale,none
2023-10-08,Matara,none
2023-10-08,Monaragala,none
2023-10-08,Mullaitivu,none
2023-10-08,Nuwara Eliya,none
2023-10-08,Polonnaruwa,none
2023-10-08,Puttalam,none
2023-10-08,Ratnapura,none
2023-10-08,Trincomalee,none
2023-10-08,Vavuniya,none
2023-10-09,Ampara,none
2023-10-09,Anuradhapura,none
2023-10-09,Badulla,none
2023-10-09,Batticaloa,none
2023-10-09,Colombo,none
2023-10-09,Galle,none
2023-10-09,Gampaha,none
2023-10-09,Hambantota,none
2023-10-09,Jaffna,none
2023-10-09,Kalutara,none
2023-10-09,Kandy,none
2023-10-09,Kegalle,none
2023-10-09,Kilinochchi,none
2023-10-09,Kurunegala,none
2023-10-09,Mannar,none
2023-10-09,Matale,none
2023-10-09,Matara,none
2023-10-09,Monaragala,none
2023-10-09,Mullaitivu,none
2023-10-09,Nuwara Eliya,none
2023-10-09,Polonnaruwa,none
2023-10-09,Puttalam,none
2023-10-09,Ratnapura,none
2023-10-09,Trincomalee,none
2023-10-09,Vavuniya,none
2023-10-10,Ampara,flood
2023-10-10,Anuradhapura,none
2023-10-10,Badulla,none
2023-10-10,Batticaloa,flood
2023-10-10,Colombo,none
2023-10-10,Galle,none
2023-10-10,Gampaha,none
2023-10-10,Hambantota,none
2023-10-10,Jaffna,none
2023-10-10,Kalutara,none
2023-10-10,Kandy,none
2023-10-10,Kegalle,none
2023-10-10,Kilinochchi,none
2023-10-10,Kurunegala,none
2023-10-10,Mannar,none
2023-10-10,Matale,none
2023-10-10,Matara,none
2023-10-10,Monaragala,none
2023-10-10,Mullaitivu,none
2023-10-10,Nuwara Eliya,none
2023-10-10,Polonnaruwa,none
2023-10-10,Puttalam,none
2023-10-10,Ratnapura,none
2023-10-10,Trincomalee,flood
2023-10-10,Vavuniya,none
2023-10-11,Ampara,flood
2023-10-11,Anuradhapura,none
2023-10-11,Badulla,none
2023-10-11,Batticaloa,flood
2023-10-11,Colombo,none
2023-10-11,Galle,none
2023-10-11,Gampaha,none
2023-10-11,Hambantota,none
2023-10-11,Jaffna,none
2023-10-11,Kalutara,none
2023-10-11,Kandy,none
2023-10-11,Kegalle,none
2023-10-11,Kilinochchi,none
2023-10-11,Kurunegala,none
2023-10-11,Mannar,none
2023-10-11,Matale,none
2023-10-11,Matara,none
2023-10-11,Monaragala,none
2023-10-11,Mullaitivu,none
2023-10-11,Nuwara Eliya,none
2023-10-11,Polonnaruwa,none
2023-10-11,Puttalam,none
2023-10-11,Ratnapura,none
2023-10-11,Trincomalee,flood
2023-10-11,Vavuniya,none
2023-10-12,Ampara,flood
2023-10-12,Anuradhapura,none
2023-10-12,Badulla,none
2023-10-12,Batticaloa,flood
2023-10-12,Colombo,none
2023-10-12,Galle,none
2023-10-12,Gampaha,none
2023-10-12,Hambantota,none
2023-10-12,Jaffna,none
2023-10-12,Kalutara,none
2023-10-12,Kandy,none
2023-10-12,Kegalle,none
2023-10-12,Kilinochchi,none
2023-10-12,Kurunegala,none
2023-10-12,Mannar,none
2023-10-12,Matale,none
2023-10-12,Matara,none
2023-10-12,Monaragala,none
2023-10-12,Mullaitivu,none
2023-10-12,Nuwara Eliya,none
2023-10-12,Polonnaruwa,none
2023-10-12,Puttalam,none
2023-10-12,Ratnapura,none
2023-10-12,Trincomalee,flood
2023-10-12,Vavuniya,none
2023-10-13,Ampara,flood
2023-10-13,Anuradhapura,none
2023-10-13,Badulla,none
2023-10-13,Batticaloa,flood
2023-10-13,Colombo,none
2023-10-13,Galle,none
2023-10-13,Gampaha,none
2023-10-13,Hambantota,none
2023-10-13,Jaffna,none
2023-10-13,Kalutara,none
2023-10-13,Kandy,none
2023-10-13,Kegalle,none
2023-10-13,Kilinochchi,none
2023-10-13,Kurunegala,none
2023-10-13,Mannar,none
2023-10-13,Matale,none
2023-10-13,Matara,none
2023-10-13,Monaragala,none
2023-10-13,Mullaitivu,none
2023-10-13,Nuwara Eliya,none
2023-10-13,Polonnaruwa,none
2023-10-13,Puttalam,none
2023-10-13,Ratnapura,none
2023-10-13,Trincomalee,flood
2023-10-13,Vavuniya,none
2023-10-14,Ampara,flood
2023-10-14,Anuradhapura,none
2023-10-14,Badulla,none
2023-10-14,Batticaloa,flood
2023-10-14,Colombo,none
2023-10-14,Galle,none
2023-10-14,Gampaha,none
2023-10-14,Hambantota,none
2023-10-14,Jaffna,none
2023-10-14,Kalutara,none
2023-10-14,Kandy,none
2023-10-14,Kegalle,none
2023-10-14,Kilinochchi,none
2023-10-14,Kurunegala,none
2023-10-14,Mannar,none
2023-10-14,Matale,none
2023-10-14,Matara,none
2023-10-14,Monaragala,none
2023-10-14,Mullaitivu,none
2023-10-14,Nuwara Eliya,none
2023-10-14,Polonnaruwa,none
2023-10-14,Puttalam,none
2023-10-14,Ratnapura,none
2023-10-14,Trincomalee,flood
2023-10-14,Vavuniya,none
2023-10-15,Ampara,flood
2023-10-15,Anuradhapura,none
2023-10-15,Badulla,none
2023-10-15,Batticaloa,flood
2023-10-15,Colombo,none
2023-10-15,Galle,none
2023-10-15,Gampaha,none
2023-10-15,Hambantota,none
2023-10-15,Jaffna,none
2023-10-15,Kalutara,none
2023-10-15,Kandy,none
2023-10-15,Kegalle,none
2023-10-15,Kilinochchi,none
2023-10-15,Kurunegala,none
2023-10-15,Mannar,none
2023-10-15,Matale,none
2023-10-15,Matara,none
2023-10-15,Monaragala,none
2023-10-15,Mullaitivu,none
2023-10-15,Nuwara Eliya,none
2023-10-15,Polonnaruwa,none
2023-10-15,Puttalam,none
2023-10-15,Ratnapura,none
2023-10-15,Trincomalee,flood
2023-10-15,Vavuniya,none
2023-10-16,Ampara,flood
2023-10-16,Anuradhapura,none
2023-10-16,Badulla,none
2023-10-16,Batticaloa,flood
2023-10-16,Colombo,none
2023-10-16,Galle,none
2023-10-16,Gampaha,none
2023-10-16,Hambantota,none
2023-10-16,Jaffna,none
2023-10-16,Kalutara,none
2023-10-16,Kandy,none
2023-10-16,Kegalle,none
2023-10-16,Kilinochchi,none
2023-10-16,Kurunegala,none
2023-10-16,Mannar,none
2023-10-16,Matale,none
2023-10-16,Matara,none
2023-10-16,Monaragala,none
2023-10-16,Mullaitivu,none
2023-10-16,Nuwara Eliya,none
2023-10-16,Polonnaruwa,none
2023-10-16,Puttalam,none
2023-10-16,Ratnapura,none
2023-10-16,Trincomalee,flood
2023-10-16,Vavuniya,none
2023-10-17,Ampara,flood
2023-10-17,Anuradhapura,none
2023-10-17,Badulla,none
2023-10-17,Batticaloa,flood
2023-10-17,Colombo,none
2023-10-17,Galle,none
2023-10-17,Gampaha,none
2023-10-17,Hambantota,none
2023-10-17,Jaffna,none
2023-10-17,Kalutara,none
2023-10-17,Kandy,none
2023-10-17,Kegalle,none
2023-10-17,Kilinochchi,none
2023-10-17,Kurunegala,none
2023-10-17,Mannar,none
2023-10-17,Matale,none
2023-10-17,Matara,none
2023-10-17,Monaragala,none
2023-10-17,Mullaitivu,none
2023-10-17,Nuwara Eliya,none
2023-10-17,Polonnaruwa,none
2023-10-17,Puttalam,none
2023-10-17,Ratnapura,none
2023-10-17,Trincomalee,flood
2023-10-17,Vavuniya,none
2023-10-18,Ampara,flood
2023-10-18,Anuradhapura,none
2023-10-18,Badulla,none
2023-10-18,Batticaloa,flood
2023-10-18,Colombo,none
2023-10-18,Galle,none
2023-10-18,Gampaha,none
2023-10-18,Hambantota,none
2023-10-18,Jaffna,none
2023-10-18,Kalutara,none
2023-10-18,Kandy,none
2023-10-18,Kegalle,none
2023-10-18,Kilinochchi,none
2023-10-18,Kurunegala,none
2023-10-18,Mannar,none
2023-10-18,Matale,none
2023-10-18,Matara,none
2023-10-18,Monaragala,none
2023-10-18,Mullaitivu,none
2023-10-18,Nuwara Eliya,none
2023-10-18,Polonnaruwa,none
2023-10-18,Puttalam,none
2023-10-18,Ratnapura,none
2023-10-18,Trincomalee,flood
2023-10-18,Vavuniya,none
2023-10-19,Ampara,flood
2023-10-19,Anuradhapura,none
2023-10-19,Badulla,none
2023-10-19,Batticaloa,flood
2023-10-19,Colombo,none
2023-10-19,Galle,none
2023-10-19,Gampaha,none
2023-10-19,Hambantota,none
2023-10-19,Jaffna,none
2023-10-19,Kalutara,none
2023-10-19,Kandy,none
2023-10-19,Kegalle,none
2023-10-19,Kilinochchi,none
2023-10-19,Kurunegala,none
2023-10-19,Mannar,none
2023-10-19,Matale,none
2023-10-19,Matara,none
2023-10-19,Monaragala,none
2023-10-19,Mullaitivu,none
2023-10-19,Nuwara Eliya,none
2023-10-19,Polonnaruwa,none
2023-10-19,Puttalam,none
2023-10-19,Ratnapura,none
2023-10-19,Trincomalee,flood
2023-10-19,Vavuniya,none
2023-10-20,Ampara,flood
2023-10-20,Anuradhapura,none
2023-10-20,Badulla,none
2023-10-20,Batticaloa,flood
2023-10-20,Colombo,none
2023-10-20,Galle,none
2023-10-20,Gampaha,none
2023-10-20,Hambantota,none
2023-10-20,Jaffna,none
2023-10-20,Kalutara,none
2023-10-20,Kandy,none
2023-10-20,Kegalle,none
2023-10-20,Kilinochchi,none
2023-10-20,Kurunegala,none
2023-10-20,Mannar,none
2023-10-20,Matale,none
2023-10-20,Matara,none
2023-10-20,Monaragala,none
2023-10-20,Mullaitivu,none
2023-10-20,Nuwara Eliya,none
2023-10-20,Polonnaruwa,none
2023-10-20,Puttalam,none
2023-10-20,Ratnapura,none
2023-10-20,Trincomalee,flood
2023-10-20,Vavuniya,none
2023-10-21,Ampara,flood
2023-10-21,Anuradhapura,none
2023-10-21,Badulla,none
2023-10-21,Batticaloa,flood
2023-10-21,Colombo,none
2023-10-21,Galle,none
2023-10-21,Gampaha,none
2023-10-21,Hambantota,none
2023-10-21,Jaffna,none
2023-10-21,Kalutara,none
2023-10-21,Kandy,none
2023-10-21,Kegalle,none
2023-10-21,Kilinochchi,none
2023-10-21,Kurunegala,none
2023-10-21,Mannar,none
2023-10-21,Matale,none
2023-10-21,Matara,none
2023-10-21,Monaragala,none
2023-10-21,Mullaitivu,none
2023-10-21,Nuwara Eliya,none
2023-10-21,Polonnaruwa,none
2023-10-21,Puttalam,none
2023-10-21,Ratnapura,none
2023-10-21,Trincomalee,flood
2023-10-21,Vavuniya,none
2023-10-22,Ampara,flood
2023-10-22,Anuradhapura,none
2023-10-22,Badulla,none
2023-10-22,Batticaloa,flood
2023-10-22,Colombo,none
2023-10-22,Galle,none
2023-10-22,Gampaha,none
2023-10-22,Hambantota,none
2023-10-22,Jaffna,none
2023-10-22,Kalutara,none
2023-10-22,Kandy,none
2023-10-22,Kegalle,none
2023-10-22,Kilinochchi,none
2023-10-22,Kurunegala,none
2023-10-22,Mannar,none
2023-10-22,Matale,none
2023-10-22,Matara,none
2023-10-22,Monaragala,none
2023-10-22,Mullaitivu,none
2023-10-22,Nuwara Eliya,none
2023-10-22,Polonnaruwa,none
2023-10-22,Puttalam,none
2023-10-22,Ratnapura,none
2023-10-22,Trincomalee,flood
2023-10-22,Vavuniya,none
2023-10-23,Ampara,none
2023-10-23,Anuradhapura,none
2023-10-23,Badulla,none
2023-10-23,Batticaloa,none
2023-10-23,Colombo,none
2023-10-23,Galle,none
2023-10-23,Gampaha,none
2023-10-23,Hambantota,none
2023-10-23,Jaffna,none
2023-10-23,Kalutara,none
2023-10-23,Kandy,none
2023-10-23,Kegalle,none
2023-10-23,Kilinochchi,none
2023-10-23,Kurunegala,none
2023-10-23,Mannar,none
2023-10-23,Matale,none
2023-10-23,Matara,none
2023-10-23,Monaragala,none
2023-10-23,Mullaitivu,none
2023-10-23,Nuwara Eliya,none
2023-10-23,Polonnaruwa,none
2023-10-23,Puttalam,none
2023-10-23,Ratnapura,none
2023-10-23,Trincomalee,none
2023-10-23,Vavuniya,none
2023-10-24,Ampara,none
2023-10-24,Anuradhapura,none
2023-10-24,Badulla,none
2023-10-24,Batticaloa,none
2023-10-24,Colombo,none
2023-10-24,Galle,none
2023-10-24,Gampaha,none
2023-10-24,Hambantota,none
2023-10-24,Jaffna,none
2023-10-24,Kalutara,none
2023-10-24,Kandy,none
2023-10-24,Kegalle,none
2023-10-24,Kilinochchi,none
2023-10-24,Kurunegala,none
2023-10-24,Mannar,none
2023-10-24,Matale,none
2023-10-24,Matara,none
2023-10-24,Monaragala,none
2023-10-24,Mullaitivu,none
2023-10-24,Nuwara Eliya,none
2023-10-24,Polonnaruwa,none
2023-10-24,Puttalam,none
2023-10-24,Ratnapura,none
2023-10-24,Trincomalee,none
2023-10-24,Vavuniya,none
2023-10-25,Ampara,none
2023-10-25,Anuradhapura,none
2023-10-25,Badulla,none
2023-10-25,Batticaloa,none
2023-10-25,Colombo,none
2023-10-25,Galle,none
2023-10-25,Gampaha,none
2023-10-25,Hambantota,none
2023-10-25,Jaffna,none
2023-10-25,Kalutara,none
2023-10-25,Kandy,none
2023-10-25,Kegalle,none
2023-10-25,Kilinochchi,none
2023-10-25,Kurunegala,none
2023-10-25,Mannar,none
2023-10-25,Matale,none
2023-10-25,Matara,none
2023-10-25,Monaragala,none
2023-10-25,Mullaitivu,none
2023-10-25,Nuwara Eliya,none
2023-10-25,Polonnaruwa,none
2023-10-25,Puttalam,none
2023-10-25,Ratnapura,none
2023-10-25,Trincomalee,none
2023-10-25,Vavuniya,none
2023-10-26,Ampara,none
2023-10-26,Anuradhapura,none
2023-10-26,Badulla,none
2023-10-26,Batticaloa,none
2023-10-26,Colombo,none
2023-10-26,Galle,none
2023-10-26,Gampaha,none
2023-10-26,Hambantota,none
2023-10-26,Jaffna,none
2023-10-26,Kalutara,none
2023-10-26,Kandy,none
2023-10-26,Kegalle,none
2023-10-26,Kilinochchi,none
2023-10-26,Kurunegala,none
2023-10-26,Mannar,none
2023-10-26,Matale,none
2023-10-26,Matara,none
2023-10-26,Monaragala,none
2023-10-26,Mullaitivu,none
2023-10-26,Nuwara Eliya,none
2023-10-26,Polonnaruwa,none
2023-10-26,Puttalam,none
2023-10-26,Ratnapura,none
2023-10-26,Trincomalee,none
2023-10-26,Vavuniya,none
2023-10-27,Ampara,none
2023-10-27,Anuradhapura,none
2023-10-27,Badulla,none
2023-10-27,Batticaloa,none
2023-10-27,Colombo,none
2023-10-27,Galle,none
2023-10-27,Gampaha,none
2023-10-27,Hambantota,none
2023-10-27,Jaffna,none
2023-10-27,Kalutara,none
2023-10-27,Kandy,none
2023-10-27,Kegalle,none
2023-10-27,Kilinochchi,none
2023-10-27,Kurunegala,none
2023-10-27,Mannar,none
2023-10-27,Matale,none
2023-10-27,Matara,none
2023-10-27,Monaragala,none
2023-10-27,Mullaitivu,none
2023-10-27,Nuwara Eliya,none
2023-10-27,Polonnaruwa,none
2023-10-27,Puttalam,none
2023-10-27,Ratnapura,none
2023-10-27,Trincomalee,none
2023-10-27,Vavuniya,none
2023-10-28,Ampara,none
2023-10-28,Anuradhapura,none
2023-10-28,Badulla,none
2023-10-28,Batticaloa,none
2023-10-28,Colombo,none
2023-10-28,Galle,none
2023-10-28,Gampaha,none
2023-10-28,Hambantota,none
2023-10-28,Jaffna,none
2023-10-28,Kalutara,none
2023-10-28,Kandy,none
2023-10-28,Kegalle,none
2023-10-28,Kilinochchi,none
2023-10-28,Kurunegala,none
2023-10-28,Mannar,none
2023-10-28,Matale,none
2023-10-28,Matara,none
2023-10-28,Monaragala,none
2023-10-28,Mullaitivu,none
2023-10-28,Nuwara Eliya,none
2023-10-28,Polonnaruwa,none
2023-10-28,Puttalam,none
2023-10-28,Ratnapura,none
2023-10-28,Trincomalee,none
2023-10-28,Vavuniya,none
2023-10-29,Ampara,none
2023-10-29,Anuradhapura,none
2023-10-29,Badulla,none
2023-10-29,Batticaloa,none
2023-10-29,Colombo,none
2023-10-29,Galle,none
2023-10-29,Gampaha,none
2023-10-29,Hambantota,none
2023-10-29,Jaffna,none
2023-10-29,Kalutara,none
2023-10-29,Kandy,none
2023-10-29,Kegalle,none
2023-10-29,Kilinochchi,none
2023-10-29,Kurunegala,none
2023-10-29,Mannar,none
2023-10-29,Matale,none
2023-10-29,Matara,none
2023-10-29,Monaragala,none
2023-10-29,Mullaitivu,none
2023-10-29,Nuwara Eliya,none
2023-10-29,Polonnaruwa,none
2023-10-29,Puttalam,none
2023-10-29,Ratnapura,none
2023-10-29,Trincomalee,none
2023-10-29,Vavuniya,none
2023-10-30,Ampara,none
2023-10-30,Anuradhapura,none
2023-10-30,Badulla,none
2023-10-30,Batticaloa,none
2023-10-30,Colombo,none
2023-10-30,Galle,none
2023-10-30,Gampaha,none
2023-10-30,Hambantota,none
2023-10-30,Jaffna,none
2023-10-30,Kalutara,none
2023-10-30,Kandy,none
2023-10-30,Kegalle,none
2023-10-30,Kilinochchi,none
2023-10-30,Kurunegala,none
2023-10-30,Mannar,none
2023-10-30,Matale,none
2023-10-30,Matara,none
2023-10-30,Monaragala,none
2023-10-30,Mullaitivu,none
2023-10-30,Nuwara Eliya,none
2023-10-30,Polonnaruwa,none
2023-10-30,Puttalam,none
2023-10-30,Ratnapura,none
2023-10-30,Trincomalee,none
2023-10-30,Vavuniya,none
2023-10-31,Ampara,none
2023-10-31,Anuradhapura,none
2023-10-31,Badulla,none
2023-10-31,Batticaloa,none
2023-10-31,Colombo,none
2023-10-31,Galle,none
2023-10-31,Gampaha,none
2023-10-31,Hambantota,none
2023-10-31,Jaffna,none
2023-10-31,Kalutara,none
