date,district,rainfall_mm,temperature_c
2024-10-08,Kilinochchi,6.2,26.6
2024-10-09,Kilinochchi,10.5,26.9
2024-10-10,Kilinochchi,33.9,26.1
2024-10-11,Kilinochchi,25.6,26.1
2024-10-12,Kilinochchi,0.9,27.1
2024-10-13,Kilinochchi,11.3,26.5
2024-10-14,Kilinochchi,16.9,25.0
2024-10-15,Kilinochchi,0.7,26.4
2024-10-16,Kilinochchi,4.3,27.3
2024-10-17,Kilinochchi,0.6,28.0
2024-10-18,Kilinochchi,0.0,28.2
2024-10-19,Kilinochchi,0.9,27.3
2024-10-20,Kilinochchi,5.5,27.2
2024-10-21,Kilinochchi,10.4,26.6
2024-10-22,Kilinochchi,8.8,26.4
2024-10-23,Kilinochchi,5.4,26.5
2024-10-24,Kilinochchi,1.2,26.6
2024-10-25,Kilinochchi,2.3,26.5
2024-10-26,Kilinochchi,4.5,26.5
2024-10-27,Kilinochchi,1.0,27.3
2024-10-28,Kilinochchi,0.4,27.6
2024-10-29,Kilinochchi,1.9,27.6
2024-10-30,Kilinochchi,8.2,27.3
2024-10-31,Kilinochchi,12.5,26.1
2024-11-01,Kilinochchi,14.5,25.6
2024-11-02,Kilinochchi,7.1,25.5
2024-11-03,Kilinochchi,1.5,26.0
2024-11-04,Kilinochchi,2.8,26.1
2024-11-05,Kilinochchi,0.0,26.1
2024-11-06,Kilinochchi,0.1,27.4
2024-11-07,Kilinochchi,35.8,25.5
2024-11-08,Kilinochchi,17.8,25.8
2024-11-09,Kilinochchi,3.7,26.6
2024-11-10,Kilinochchi,0.4,26.9
2024-11-11,Kilinochchi,1.7,26.9
2024-11-12,Kilinochchi,2.1,26.8
2024-11-13,Kilinochchi,5.1,26.9
2024-11-14,Kilinochchi,14.0,26.4
2024-11-15,Kilinochchi,25.1,25.7
2024-11-16,Kilinochchi,1.1,26.7
2024-11-17,Kilinochchi,11.3,26.2
2024-11-18,Kilinochchi,20.5,25.7
2024-11-19,Kilinochchi,34.1,24.9
2024-11-20,Kilinochchi,16.2,25.5
2024-11-21,Kilinochchi,2.7,25.2
2024-11-22,Kilinochchi,14.5,25.8
2024-11-23,Kilinochchi,5.6,25.9
2024-11-24,Kilinochchi,6.5,26.5
2024-11-25,Kilinochchi,64.1,24.6
2024-11-26,Kilinochchi,95.4,24.6
2024-11-27,Kilinochchi,152.0,24.7
2024-11-28,Kilinochchi,30.8,24.3
2024-11-29,Kilinochchi,17.4,25.0
2024-11-30,Kilinochchi,4.1,26.9
2024-12-01,Kilinochchi,1.3,27.8
2024-12-02,Kilinochchi,0.5,27.6
2024-12-03,Kilinochchi,1.4,27.3
2024-12-04,Kilinochchi,2.5,26.6
2024-12-05,Kilinochchi,0.0,26.6
2024-12-06,Kilinochchi,0.0,26.7
2024-12-07,Kilinochchi,0.4,26.8
2024-12-08,Kilinochchi,0.0,26.8
2024-12-09,Kilinochchi,0.6,26.7
2024-12-10,Kilinochchi,5.6,26.2
2024-12-11,Kilinochchi,36.9,24.5
2024-12-12,Kilinochchi,28.8,25.5
2024-12-13,Kilinochchi,35.7,25.4
2024-12-14,Kilinochchi,11.4,25.9
2024-12-15,Kilinochchi,0.0,26.8
2024-12-16,Kilinochchi,6.3,25.8
2024-12-17,Kilinochchi,16.1,25.4
2024-12-18,Kilinochchi,0.8,26.3
2024-12-19,Kilinochchi,2.0,26.4
2024-12-20,Kilinochchi,1.7,26.8
2024-12-21,Kilinochchi,2.0,26.8
2024-12-22,Kilinochchi,1.3,26.1
2024-12-23,Kilinochchi,0.1,26.0
2024-12-24,Kilinochchi,0.0,25.7
2024-12-25,Kilinochchi,0.2,25.6
2024-12-26,Kilinochchi,2.0,25.5
2024-12-27,Kilinochchi,12.2,25.5
2024-12-28,Kilinochchi,0.9,26.1
2024-12-29,Kilinochchi,4.8,26.0
2024-12-30,Kilinochchi,13.8,25.4
2024-12-31,Kilinochchi,16.2,25.0
2025-01-01,Kilinochchi,3.4,25.8
2025-01-02,Kilinochchi,0.0,26.1
2025-01-03,Kilinochchi,0.0,25.7
2025-01-04,Kilinochchi,0.0,25.1
2025-01-05,Kilinochchi,0.0,25.2
2025-01-06,Kilinochchi,0.8,24.8
2025-01-07,Kilinochchi,3.4,25.2
2025-01-08,Kilinochchi,1.2,25.5
2025-01-09,Kilinochchi,0.3,25.6
2025-01-10,Kilinochchi,3.6,25.7
2025-01-11,Kilinochchi,5.8,25.4
2025-01-12,Kilinochchi,9.6,25.0
2025-01-13,Kilinochchi,2.0,25.7
2025-01-14,Kilinochchi,13.7,24.3
2025-01-15,Kilinochchi,4.8,25.2
2025-01-16,Kilinochchi,2.5,25.9
2025-01-17,Kilinochchi,1.4,25.8
2025-01-18,Kilinochchi,17.0,24.8
2025-01-19,Kilinochchi,6.6,24.9
2025-01-20,Kilinochchi,4.6,25.6
2025-01-21,Kilinochchi,2.5,25.3
2025-01-22,Kilinochchi,9.3,24.8
2025-01-23,Kilinochchi,0.5,25.7
2025-01-24,Kilinochchi,0.3,25.2
2025-01-25,Kilinochchi,0.1,26.0
2025-01-26,Kilinochchi,0.0,25.7
2025-01-27,Kilinochchi,0.0,25.2
2025-01-28,Kilinochchi,0.0,25.3
2025-01-29,Kilinochchi,0.9,26.1
2025-01-30,Kilinochchi,6.5,25.5
2025-01-31,Kilinochchi,2.0,26.0
2025-02-01,Kilinochchi,0.3,26.3
2025-02-02,Kilinochchi,0.2,26.2
2025-02-03,Kilinochchi,0.0,25.5
2025-02-04,Kilinochchi,0.0,25.3
2025-02-05,Kilinochchi,0.1,25.8
2025-02-06,Kilinochchi,0.0,26.0
2025-02-07,Kilinochchi,0.0,25.4
2025-02-08,Kilinochchi,0.2,25.6
2025-02-09,Kilinochchi,0.0,26.2
2025-02-10,Kilinochchi,0.0,26.2
2025-02-11,Kilinochchi,0.8,26.3
2025-02-12,Kilinochchi,0.8,26.1
2025-02-13,Kilinochchi,0.0,25.0
2025-02-14,Kilinochchi,0.0,24.6
2025-02-15,Kilinochchi,0.0,24.3
2025-02-16,Kilinochchi,0.0,24.6
2025-02-17,Kilinochchi,0.0,25.6
2025-02-18,Kilinochchi,0.0,25.7
2025-02-19,Kilinochchi,0.0,25.5
2025-02-20,Kilinochchi,0.0,25.9
2025-02-21,Kilinochchi,0.0,26.4
2025-02-22,Kilinochchi,0.0,26.5
2025-02-23,Kilinochchi,0.0,26.7
2025-02-24,Kilinochchi,0.0,27.1
2025-02-25,Kilinochchi,7.7,25.9
2025-02-26,Kilinochchi,6.3,25.8
2025-02-27,Kilinochchi,8.8,25.8
2025-02-28,Kilinochchi,29.1,25.3
2025-03-01,Kilinochchi,10.2,25.9
2025-03-02,Kilinochchi,1.9,27.0
2025-03-03,Kilinochchi,0.1,27.2
2025-03-04,Kilinochchi,0.0,27.0
2025-03-05,Kilinochchi,0.0,27.1
2025-03-06,Kilinochchi,0.0,26.7
2025-03-07,Kilinochchi,0.1,26.4
2025-03-08,Kilinochchi,0.0,25.7
2025-03-09,Kilinochchi,0.0,25.8
2025-03-10,Kilinochchi,7.2,27.0
2025-03-11,Kilinochchi,33.1,25.2
2025-03-12,Kilinochchi,1.2,27.1
2025-03-13,Kilinochchi,0.4,26.9
2025-03-14,Kilinochchi,0.0,27.2
2025-03-15,Kilinochchi,1.5,27.2
2025-03-16,Kilinochchi,8.0,27.2
2025-03-17,Kilinochchi,0.2,27.5
2025-03-18,Kilinochchi,0.6,27.8
2025-03-19,Kilinochchi,1.9,27.6
2025-03-20,Kilinochchi,0.3,28.2
2025-03-21,Kilinochchi,3.6,28.0
2025-03-22,Kilinochchi,8.0,28.0
2025-03-23,Kilinochchi,0.0,28.5
2025-03-24,Kilinochchi,0.0,28.5
2025-03-25,Kilinochchi,0.0,28.3
2025-03-26,Kilinochchi,0.2,27.9
2025-03-27,Kilinochchi,0.0,28.2
2025-03-28,Kilinochchi,0.0,28.1
2025-03-29,Kilinochchi,0.0,27.4
2025-03-30,Kilinochchi,0.0,27.6
2025-03-31,Kilinochchi,0.0,28.1
2025-04-01,Kilinochchi,1.1,28.3
2025-04-02,Kilinochchi,5.5,27.4
2025-04-03,Kilinochchi,22.8,26.3
2025-04-04,Kilinochchi,6.1,27.0
2025-04-05,Kilinochchi,0.9,27.7
2025-04-06,Kilinochchi,10.7,27.5
2025-04-07,Kilinochchi,0.0,27.9
2025-04-08,Kilinochchi,0.2,28.4
2025-04-09,Kilinochchi,3.2,27.8
2025-04-10,Kilinochchi,0.5,28.6
2025-04-11,Kilinochchi,0.2,29.1
2025-04-12,Kilinochchi,0.0,29.0
2025-04-13,Kilinochchi,3.2,29.2
2025-04-14,Kilinochchi,0.2,29.4
2025-04-15,Kilinochchi,0.4,29.0
2025-04-16,Kilinochchi,0.4,29.4
2025-04-17,Kilinochchi,0.4,29.5
2025-04-18,Kilinochchi,0.6,29.5
2025-04-19,Kilinochchi,0.6,29.6
2025-04-20,Kilinochchi,0.1,29.8
2025-04-21,Kilinochchi,3.6,29.0
2025-04-22,Kilinochchi,6.0,28.3
2025-04-23,Kilinochchi,1.1,29.2
2025-04-24,Kilinochchi,1.1,29.5
2025-04-25,Kilinochchi,4.4,28.5
2025-04-26,Kilinochchi,2.1,28.2
2025-04-27,Kilinochchi,6.8,27.4
2025-04-28,Kilinochchi,16.4,27.5
2025-04-29,Kilinochchi,12.4,26.8
2025-04-30,Kilinochchi,3.1,28.0
2025-05-01,Kilinochchi,1.0,28.9
2025-05-02,Kilinochchi,2.4,28.9
2025-05-03,Kilinochchi,0.8,29.4
2025-05-04,Kilinochchi,0.2,30.0
2025-05-05,Kilinochchi,0.3,29.3
2025-05-06,Kilinochchi,0.8,29.2
2025-05-07,Kilinochchi,0.1,29.6
2025-05-08,Kilinochchi,1.3,29.4
2025-05-09,Kilinochchi,5.7,29.2
2025-05-10,Kilinochchi,0.1,29.9
2025-05-11,Kilinochchi,0.2,29.8
2025-05-12,Kilinochchi,0.0,30.1
2025-05-13,Kilinochchi,0.0,30.4
2025-05-14,Kilinochchi,0.6,30.5
2025-05-15,Kilinochchi,0.9,30.1
2025-05-16,Kilinochchi,0.0,30.4
2025-05-17,Kilinochchi,10.5,28.3
2025-05-18,Kilinochchi,5.2,28.0
2025-05-19,Kilinochchi,4.6,27.9
2025-05-20,Kilinochchi,0.3,29.4
2025-05-21,Kilinochchi,0.2,29.5
2025-05-22,Kilinochchi,0.0,29.9
2025-05-23,Kilinochchi,0.0,29.9
2025-05-24,Kilinochchi,0.0,29.3
2025-05-25,Kilinochchi,0.2,29.4
2025-05-26,Kilinochchi,0.0,29.4
2025-05-27,Kilinochchi,0.1,29.6
2025-05-28,Kilinochchi,0.0,30.2
2025-05-29,Kilinochchi,0.0,29.8
2025-05-30,Kilinochchi,3.9,28.9
2025-05-31,Kilinochchi,0.0,29.4
2025-06-01,Kilinochchi,0.0,30.0
2025-06-02,Kilinochchi,0.3,29.8
2025-06-03,Kilinochchi,0.0,30.0
2025-06-04,Kilinochchi,0.0,29.6
2025-06-05,Kilinochchi,0.1,29.8
2025-06-06,Kilinochchi,0.1,29.8
2025-06-07,Kilinochchi,0.0,29.6
2025-06-08,Kilinochchi,0.2,29.7
2025-06-09,Kilinochchi,0.0,29.7
2025-06-10,Kilinochchi,0.5,29.4
2025-06-11,Kilinochchi,0.5,29.3
2025-06-12,Kilinochchi,1.3,29.2
2025-06-13,Kilinochchi,0.3,29.3
2025-06-14,Kilinochchi,0.1,29.1
2025-06-15,Kilinochchi,0.4,28.9
2025-06-16,Kilinochchi,0.0,29.2
2025-06-17,Kilinochchi,0.1,29.0
2025-06-18,Kilinochchi,0.0,29.8
2025-06-19,Kilinochchi,2.5,29.7
2025-06-20,Kilinochchi,0.7,29.6
2025-06-21,Kilinochchi,0.1,30.0
2025-06-22,Kilinochchi,0.0,29.8
2025-06-23,Kilinochchi,0.0,29.7
2025-06-24,Kilinochchi,0.0,29.8
2025-06-25,Kilinochchi,0.2,29.5
2025-06-26,Kilinochchi,0.1,29.1
2025-06-27,Kilinochchi,0.0,29.9
2025-06-28,Kilinochchi,0.8,29.7
2025-06-29,Kilinochchi,0.0,30.1
2025-06-30,Kilinochchi,0.0,30.0
2025-07-01,Kilinochchi,0.0,29.6
2025-07-02,Kilinochchi,0.1,29.6
2025-07-03,Kilinochchi,0.0,29.8
2025-07-04,Kilinochchi,0.0,29.8
2025-07-05,Kilinochchi,0.0,30.0
2025-07-06,Kilinochchi,0.0,30.0
2025-07-07,Kilinochchi,0.0,30.0
2025-07-08,Kilinochchi,0.0,30.2
2025-07-09,Kilinochchi,0.1,30.3
2025-07-10,Kilinochchi,0.8,30.6
2025-07-11,Kilinochchi,0.0,30.3
2025-07-12,Kilinochchi,1.8,30.2
2025-07-13,Kilinochchi,0.1,30.4
2025-07-14,Kilinochchi,0.4,30.0
2025-07-15,Kilinochchi,0.0,30.3
2025-07-16,Kilinochchi,1.3,29.8
2025-07-17,Kilinochchi,0.0,29.9
2025-07-18,Kilinochchi,3.3,29.7
2025-07-19,Kilinochchi,1.8,28.7
2025-07-20,Kilinochchi,2.1,28.6
2025-07-21,Kilinochchi,1.2,28.9
2025-07-22,Kilinochchi,0.3,28.5
2025-07-23,Kilinochchi,0.2,28.9
2025-07-24,Kilinochchi,0.2,28.4
2025-07-25,Kilinochchi,0.1,28.4
2025-07-26,Kilinochchi,0.5,28.6
2025-07-27,Kilinochchi,0.0,29.5
2025-07-28,Kilinochchi,0.1,30.0
2025-07-29,Kilinochchi,0.0,30.2
2025-07-30,Kilinochchi,0.0,30.3
2025-07-31,Kilinochchi,0.4,30.1
2025-08-01,Kilinochchi,0.9,29.7
2025-08-02,Kilinochchi,2.8,28.9
2025-08-03,Kilinochchi,2.9,27.3
2025-08-04,Kilinochchi,1.2,27.8
2025-08-05,Kilinochchi,1.2,28.6
2025-08-06,Kilinochchi,0.4,29.0
2025-08-07,Kilinochchi,0.0,29.2
2025-08-08,Kilinochchi,2.7,28.7
2025-08-09,Kilinochchi,4.9,28.3
2025-08-10,Kilinochchi,0.6,28.1
2025-08-11,Kilinochchi,0.3,28.1
2025-08-12,Kilinochchi,0.0,28.1
2025-08-13,Kilinochchi,0.5,28.4
2025-08-14,Kilinochchi,0.0,28.5
2025-08-15,Kilinochchi,2.1,28.5
2025-08-16,Kilinochchi,0.0,28.8
2025-08-17,Kilinochchi,0.8,28.5
2025-08-18,Kilinochchi,0.0,28.5
2025-08-19,Kilinochchi,0.0,29.0
2025-08-20,Kilinochchi,0.0,29.5
2025-08-21,Kilinochchi,0.0,29.3
2025-08-22,Kilinochchi,1.1,29.3
2025-08-23,Kilinochchi,4.3,28.4
2025-08-24,Kilinochchi,0.0,29.3
2025-08-25,Kilinochchi,0.0,29.7
2025-08-26,Kilinochchi,0.0,29.0
2025-08-27,Kilinochchi,0.0,29.2
2025-08-28,Kilinochchi,0.0,29.1
2025-08-29,Kilinochchi,0.0,29.5
2025-08-30,Kilinochchi,0.0,29.5
2025-08-31,Kilinochchi,0.5,30.2
2025-09-01,Kilinochchi,1.2,29.6
2025-09-02,Kilinochchi,0.0,29.7
2025-09-03,Kilinochchi,0.0,29.6
2025-09-04,Kilinochchi,0.0,29.5
2025-09-05,Kilinochchi,0.3,29.8
2025-09-06,Kilinochchi,2.1,29.8
2025-09-07,Kilinochchi,7.1,29.1
2025-09-08,Kilinochchi,0.4,28.7
2025-09-09,Kilinochchi,6.8,28.2
2025-09-10,Kilinochchi,1.8,28.7
2025-09-11,Kilinochchi,3.0,28.8
2025-09-12,Kilinochchi,7.2,28.7
2025-09-13,Kilinochchi,1.1,28.9
2025-09-14,Kilinochchi,0.2,28.9
2025-09-15,Kilinochchi,0.3,28.7
2025-09-16,Kilinochchi,2.2,29.2
2025-09-17,Kilinochchi,7.8,28.3
2025-09-18,Kilinochchi,11.8,28.0
2025-09-19,Kilinochchi,1.0,27.7
2025-09-20,Kilinochchi,0.7,28.5
2025-09-21,Kilinochchi,0.8,28.7
2025-09-22,Kilinochchi,0.0,29.2
2025-09-23,Kilinochchi,0.0,29.0
2025-09-24,Kilinochchi,1.5,28.6
2025-09-25,Kilinochchi,2.5,28.4
2025-09-26,Kilinochchi,3.5,28.1
2025-09-27,Kilinochchi,0.0,28.9
2025-09-28,Kilinochchi,0.0,29.2
2025-09-29,Kilinochchi,0.2,29.3
2025-09-30,Kilinochchi,0.0,29.2
2025-10-01,Kilinochchi,0.0,29.4
2025-10-02,Kilinochchi,0.0,29.5
2025-10-03,Kilinochchi,0.2,29.3
2025-10-04,Kilinochchi,17.7,27.2
2025-10-05,Kilinochchi,0.3,27.7
2025-10-06,Kilinochchi,1.8,27.7
2025-10-07,Kilinochchi,4.0,27.6
2025-10-08,Kilinochchi,3.4,27.8
2025-10-09,Kilinochchi,0.1,28.5
2025-10-10,Kilinochchi,1.8,28.3
2025-10-11,Kilinochchi,0.0,28.9
2025-10-12,Kilinochchi,10.7,27.6
2025-10-13,Kilinochchi,12.0,27.4
2025-10-14,Kilinochchi,10.2,28.0
2025-10-15,Kilinochchi,8.3,27.2
2025-10-16,Kilinochchi,14.4,26.6
2025-10-17,Kilinochchi,15.9,26.6
2025-10-18,Kilinochchi,16.3,26.8
2025-10-19,Kilinochchi,21.2,26.3
2025-10-20,Kilinochchi,42.2,26.0
2025-10-21,Kilinochchi,24.5,25.2
2025-10-22,Kilinochchi,1.5,27.1
2025-10-23,Kilinochchi,4.5,26.2
2025-10-24,Kilinochchi,2.5,27.4
2025-10-25,Kilinochchi,2.3,27.0
2025-10-26,Kilinochchi,2.9,26.8
2025-10-27,Kilinochchi,5.7,27.0
2025-10-28,Kilinochchi,1.0,28.4
2025-10-29,Kilinochchi,0.0,28.7
2025-10-30,Kilinochchi,0.2,28.3
2025-10-31,Kilinochchi,0.2,28.1
2025-11-01,Kilinochchi,0.0,28.1
2025-11-02,Kilinochchi,0.0,28.1
2025-11-03,Kilinochchi,0.0,28.0
2025-11-04,Kilinochchi,0.0,28.2
2025-11-05,Kilinochchi,0.3,28.1
2025-11-06,Kilinochchi,5.5,27.1
2025-11-07,Kilinochchi,20.6,26.0
2025-11-08,Kilinochchi,6.0,26.7
2025-11-09,Kilinochchi,1.0,27.0
2025-11-10,Kilinochchi,6.0,26.9
2025-11-11,Kilinochchi,9.4,26.6
2025-11-12,Kilinochchi,17.8,25.8
2025-11-13,Kilinochchi,5.9,25.8
2025-11-14,Kilinochchi,0.2,27.5
2025-11-15,Kilinochchi,17.7,25.1
2025-11-16,Kilinochchi,51.5,24.7
2025-11-17,Kilinochchi,41.9,24.4
2025-11-18,Kilinochchi,14.2,25.4
2025-11-19,Kilinochchi,0.9,26.1
2025-11-20,Kilinochchi,7.7,25.9
2025-11-21,Kilinochchi,16.1,26.0
2025-11-22,Kilinochchi,34.1,24.9
2025-11-23,Kilinochchi,40.9,25.6
2025-11-24,Kilinochchi,58.7,24.5
2025-11-25,Kilinochchi,19.7,25.3
2025-11-26,Kilinochchi,41.3,24.2
2025-11-27,Kilinochchi,59.9,24.7
2025-11-28,Kilinochchi,266.4,24.5
2025-11-29,Kilinochchi,39.3,24.2
2025-11-30,Kilinochchi,4.5,25.2
2025-12-01,Kilinochchi,0.0,26.1
2025-12-02,Kilinochchi,2.9,26.4
2025-12-03,Kilinochchi,3.9,25.8
2025-12-04,Kilinochchi,4.7,25.6
2025-12-05,Kilinochchi,3.6,26.6
2025-12-06,Kilinochchi,8.6,26.7
2025-12-07,Kilinochchi,8.8,25.4
2025-12-08,Kilinochchi,0.9,26.3
2025-12-09,Kilinochchi,21.9,24.7
2025-12-10,Kilinochchi,40.4,24.5
2025-12-11,Kilinochchi,20.7,24.7
2025-12-12,Kilinochchi,28.4,24.3
2025-12-13,Kilinochchi,1.0,25.5
2025-12-14,Kilinochchi,1.0,25.0
2025-12-15,Kilinochchi,4.8,25.1
2025-12-16,Kilinochchi,13.2,25.3
2025-12-17,Kilinochchi,10.8,25.6
2025-12-18,Kilinochchi,2.6,25.9
2025-12-19,Kilinochchi,0.1,25.7
2025-12-20,Kilinochchi,0.0,24.8
2025-12-21,Kilinochchi,0.0,25.3
2025-12-22,Kilinochchi,0.0,25.3
2025-12-23,Kilinochchi,1.4,25.5
2025-12-24,Kilinochchi,1.2,25.3
2025-12-25,Kilinochchi,0.2,25.2
2025-12-26,Kilinochchi,2.5,25.4
2025-12-27,Kilinochchi,0.1,25.9
2025-12-28,Kilinochchi,1.8,25.0
2025-12-29,Kilinochchi,2.3,25.4
2025-12-30,Kilinochchi,2.4,25.8
2025-12-31,Kilinochchi,21.1,25.3
2022-01-01,Kurunegala,2.2,25.3
2022-01-02,Kurunegala,2.1,25.0
2022-01-03,Kurunegala,1.6,24.9
2022-01-04,Kurunegala,0.8,25.0
2022-01-05,Kurunegala,0.8,24.9
2022-01-06,Kurunegala,0.1,25.8
2022-01-07,Kurunegala,0.6,25.8
2022-01-08,Kurunegala,0.7,25.2
2022-01-09,Kurunegala,0.0,26.0
2022-01-10,Kurunegala,3.1,24.0
2022-01-11,Kurunegala,1.6,25.3
2022-01-12,Kurunegala,0.9,25.6
2022-01-13,Kurunegala,0.8,26.0
2022-01-14,Kurunegala,0.6,25.9
2022-01-15,Kurunegala,0.0,26.4
2022-01-16,Kurunegala,0.3,26.0
2022-01-17,Kurunegala,1.5,26.4
2022-01-18,Kurunegala,0.2,25.7
2022-01-19,Kurunegala,0.0,26.0
2022-01-20,Kurunegala,0.0,25.3
2022-01-21,Kurunegala,0.0,24.9
2022-01-22,Kurunegala,0.0,24.8
2022-01-23,Kurunegala,0.0,25.4
2022-01-24,Kurunegala,0.1,26.0
2022-01-25,Kurunegala,1.0,25.5
2022-01-26,Kurunegala,0.4,25.4
2022-01-27,Kurunegala,0.0,25.3
2022-01-28,Kurunegala,1.3,25.1
2022-01-29,Kurunegala,1.4,26.3
2022-01-30,Kurunegala,0.0,26.7
2022-01-31,Kurunegala,1.5,26.2
2022-02-01,Kurunegala,0.0,26.1
2022-02-02,Kurunegala,0.0,25.2
2022-02-03,Kurunegala,0.0,26.1
2022-02-04,Kurunegala,0.0,26.8
2022-02-05,Kurunegala,0.0,26.9
2022-02-06,Kurunegala,0.0,25.8
2022-02-07,Kurunegala,0.3,26.0
2022-02-08,Kurunegala,0.0,26.3
2022-02-09,Kurunegala,0.0,26.2
2022-02-10,Kurunegala,4.7,25.7
2022-02-11,Kurunegala,7.7,24.9
2022-02-12,Kurunegala,15.6,24.4
2022-02-13,Kurunegala,16.6,22.9
2022-02-14,Kurunegala,0.0,25.2
2022-02-15,Kurunegala,0.0,25.2
2022-02-16,Kurunegala,0.0,25.1
2022-02-17,Kurunegala,0.0,25.1
2022-02-18,Kurunegala,1.2,25.3
2022-02-19,Kurunegala,3.8,25.4
2022-02-20,Kurunegala,1.1,26.5
2022-02-21,Kurunegala,0.0,27.0
2022-02-22,Kurunegala,0.0,26.9
2022-02-23,Kurunegala,2.7,25.5
2022-02-24,Kurunegala,4.1,26.5
2022-02-25,Kurunegala,0.6,26.5
2022-02-26,Kurunegala,2.8,25.9
2022-02-27,Kurunegala,0.0,26.4
2022-02-28,Kurunegala,0.0,26.3
2022-03-01,Kurunegala,0.6,26.4
2022-03-02,Kurunegala,0.6,25.6
2022-03-03,Kurunegala,0.0,26.2
2022-03-04,Kurunegala,1.8,26.0
2022-03-05,Kurunegala,0.5,26.6
2022-03-06,Kurunegala,0.0,26.9
2022-03-07,Kurunegala,0.2,27.2
2022-03-08,Kurunegala,1.9,27.4
2022-03-09,Kurunegala,0.0,26.8
2022-03-10,Kurunegala,0.0,26.9
2022-03-11,Kurunegala,0.0,27.6
2022-03-12,Kurunegala,8.4,26.3
2022-03-13,Kurunegala,0.0,27.2
2022-03-14,Kurunegala,0.0,27.4
2022-03-15,Kurunegala,0.1,27.1
2022-03-16,Kurunegala,0.5,27.3
2022-03-17,Kurunegala,3.0,27.3
2022-03-18,Kurunegala,8.3,25.8
2022-03-19,Kurunegala,1.4,26.1
2022-03-20,Kurunegala,1.9,26.3
2022-03-21,Kurunegala,1.2,27.3
2022-03-22,Kurunegala,1.0,27.7
2022-03-23,Kurunegala,4.6,26.9
2022-03-24,Kurunegala,4.0,26.3
2022-03-25,Kurunegala,2.6,26.6
2022-03-26,Kurunegala,1.9,27.0
2022-03-27,Kurunegala,0.8,27.2
2022-03-28,Kurunegala,1.8,27.4
2022-03-29,Kurunegala,4.3,27.1
2022-03-30,Kurunegala,1.1,26.5
2022-03-31,Kurunegala,0.3,27.2
2022-04-01,Kurunegala,0.5,27.1
2022-04-02,Kurunegala,10.0,26.6
2022-04-03,Kurunegala,4.9,25.9
2022-04-04,Kurunegala,19.8,25.8
2022-04-05,Kurunegala,21.5,25.2
2022-04-06,Kurunegala,8.7,25.0
2022-04-07,Kurunegala,5.7,25.5
2022-04-08,Kurunegala,13.9,24.6
2022-04-09,Kurunegala,5.4,25.1
2022-04-10,Kurunegala,16.9,24.3
2022-04-11,Kurunegala,15.5,25.0
2022-04-12,Kurunegala,5.0,25.3
2022-04-13,Kurunegala,6.3,25.5
2022-04-14,Kurunegala,3.2,26.0
2022-04-15,Kurunegala,1.3,26.8
2022-04-16,Kurunegala,2.5,26.7
2022-04-17,Kurunegala,14.4,26.2
2022-04-18,Kurunegala,6.3,26.0
2022-04-19,Kurunegala,9.5,25.8
2022-04-20,Kurunegala,3.2,26.8
2022-04-21,Kurunegala,4.3,26.1
2022-04-22,Kurunegala,6.2,25.5
2022-04-23,Kurunegala,14.0,25.6
2022-04-24,Kurunegala,1.2,27.5
2022-04-25,Kurunegala,4.9,26.0
2022-04-26,Kurunegala,3.3,26.7
2022-04-27,Kurunegala,1.9,27.1
2022-04-28,Kurunegala,6.9,26.1
2022-04-29,Kurunegala,9.5,26.5
2022-04-30,Kurunegala,1.3,26.9
2022-05-01,Kurunegala,2.5,27.2
2022-05-02,Kurunegala,0.9,27.7
2022-05-03,Kurunegala,0.6,27.9
2022-05-04,Kurunegala,1.3,27.3
2022-05-05,Kurunegala,0.7,26.9
2022-05-06,Kurunegala,1.2,27.2
2022-05-07,Kurunegala,0.5,27.9
2022-05-08,Kurunegala,0.6,27.9
2022-05-09,Kurunegala,2.2,27.1
2022-05-10,Kurunegala,10.5,26.6
2022-05-11,Kurunegala,10.4,26.0
2022-05-12,Kurunegala,2.4,25.6
2022-05-13,Kurunegala,27.9,24.1
2022-05-14,Kurunegala,37.7,23.9
2022-05-15,Kurunegala,23.4,24.5
2022-05-16,Kurunegala,6.3,25.4
2022-05-17,Kurunegala,10.0,25.3
2022-05-18,Kurunegala,8.8,25.0
2022-05-19,Kurunegala,9.6,25.1
2022-05-20,Kurunegala,2.2,26.2
2022-05-21,Kurunegala,3.1,26.0
2022-05-22,Kurunegala,3.8,25.9
2022-05-23,Kurunegala,4.6,26.0
2022-05-24,Kurunegala,8.8,24.7
2022-05-25,Kurunegala,5.3,25.2
2022-05-26,Kurunegala,2.7,25.3
2022-05-27,Kurunegala,2.3,25.3
2022-05-28,Kurunegala,3.5,25.1
2022-05-29,Kurunegala,10.7,24.5
2022-05-30,Kurunegala,5.0,24.8
2022-05-31,Kurunegala,9.7,23.9
2022-06-01,Kurunegala,8.0,24.2
2022-06-02,Kurunegala,9.3,24.9
2022-06-03,Kurunegala,5.1,25.3
2022-06-04,Kurunegala,2.7,25.7
2022-06-05,Kurunegala,1.4,26.0
2022-06-06,Kurunegala,1.4,25.5
2022-06-07,Kurunegala,1.6,25.4
2022-06-08,Kurunegala,0.0,26.2
2022-06-09,Kurunegala,2.3,25.6
2022-06-10,Kurunegala,0.9,26.3
2022-06-11,Kurunegala,2.5,25.8
2022-06-12,Kurunegala,3.4,25.5
2022-06-13,Kurunegala,1.2,26.4
2022-06-14,Kurunegala,12.0,26.0
